"heading","guestCapacity","startingPrice","address","city","state","phoneNumber","emailAddresses","websiteLink","facebookLink","instagramLink","pinterestLink","knotPageLink","category","location"
"Taz's Travelin' Tavern","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/tazs-travelin-tavern-north-fork-ca-2065734","bar-services","Fresno, CA"
"Last Call Travel Bar","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/last-call-travel-bar-clovis-ca-2012228","bar-services","Fresno, CA"
"TapTruck CenCal","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/taptruck-cencal-fresno-ca-2008140","bar-services","Fresno, CA"
"Kombi Keg Central Valley","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/kombi-keg-central-valley-clovis-ca-2061749","bar-services","Fresno, CA"
"Bernie's Mixology Mobile Bartender","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/bernies-mixology-mobile-bartender-los-banos-ca-2018142","bar-services","Fresno, CA"
"Boozy Babes","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/boozy-babes-rosamond-ca-2076172","bar-services","Fresno, CA"
"Event Bartenders","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/event-bartenders-visalia-ca-2068124","bar-services","Fresno, CA"
"Corby's","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/corbys-visalia-ca-2072838","bar-services","Fresno, CA"
"Precise Mixology","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/precise-mixology-bakersfield-ca-2071300","bar-services","Fresno, CA"
"Emmie’s Sidewalk Café","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/emmies-sidewalk-cafe-madera-ca-2061196","bar-services","Fresno, CA"
"Bronco Billy Events","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/bronco-billy-events-sanger-ca-2063367","bar-services","Fresno, CA"
"Straight Up Zero Proof Bar","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/straight-up-zero-proof-bar-bakersfield-california-ca-2079981","bar-services","Fresno, CA"
"The Snack Bar","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/the-snack-bar-fresno-ca-2051569","bar-services","Fresno, CA"
"Lush Shack Mobile Bar","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/lush-shack-mobile-bar-visalia-ca-2073855","bar-services","Fresno, CA"
"Class and Cocktails","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/class-and-cocktails-clovis-ca-1025435","bar-services","Fresno, CA"
"Cold Mountain Coffee Co.","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/cold-mountain-coffee-co-fresno-ca-984941","bar-services","Fresno, CA"
"Krush Catering and Events","N/A","n/a","N/A","N/A","N/A","+1(661) 304-2636","Karenboyd1955@yahoo.com","http://www.Krushcatering.com?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/events/923968819086926/928803858603422/?active_tab=about","N/A","N/A","https://www.theknot.com/marketplace/krush-catering-and-events-bakersfield-ca-2051661","catering","Fresno, CA"
"Bar-B-Kings","N/A","n/a","N/A","N/A","N/A","+1(559) 777-0334","catering@bar-b-kings.com","https://www.bar-b-kings.com/event-photos?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","http://www.facebook.com/profile.php?id=100063596951034","http://www.instagram.com/Bar_B_Kings","N/A","https://www.theknot.com/marketplace/barbkings-fresno-ca-2071165","catering","Fresno, CA"
"Southern Hospitality Company","N/A","n/a","N/A","N/A","N/A","+1(559) 213-8202","info@shcfresno.com","https://www.shcfresno.com/","https://www.facebook.com/people/Southern-Hospitality-Company/100064111925722/","http://www.instagram.com/https://www.instagram.com/southern_hospitality_company/","N/A","https://www.theknot.com/marketplace/southern-hospitality-company-fresno-ca-2084949","catering","Fresno, CA"
"Graze Craze Charcuterie Boards and Boxes","N/A","n/a","N/A","N/A","N/A","+1(661) 541-6212","crystal.neptune@grazecraze.com","https://www.grazecraze.com/bakersfield-ca-west","https://www.facebook.com/grazecrazebakersfieldca","http://www.instagram.com/https://www.instagram.com/grazecraze_bakersfield_ca/","N/A","https://www.theknot.com/marketplace/graze-craze-charcuterie-boards-and-boxes-bakersfield-ca-2089167","catering","Fresno, CA"
"Alviso's Tacos And Catering","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/alvisos-tacos-and-catering-fresno-ca-2048670","catering","Fresno, CA"
"Dickey's Barbecue Pit","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/dickeys-barbecue-pit-visalia-ca-2009758","catering","Fresno, CA"
"Fig & Honey Lavish Grazing","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/fig-and-honey-lavish-grazing-fresno-ca-2038401","catering","Fresno, CA"
"Higgie's World BBQ and Catering","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/higgies-world-bbq-and-catering-cayucos-ca-2027252","catering","Fresno, CA"
"Paradise Catering","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/paradise-catering-carmel-valley-ca-384994","catering","Fresno, CA"
"NV Catering","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/nv-catering-bakersfield-ca-995277","catering","Fresno, CA"
"North Fork BBQ","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/north-fork-bbq-north-fork-ca-2053023","catering","Fresno, CA"
"Caesar’s Italian Delicatessen","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/caesars-italian-delicatessen-bakersfield-ca-2022200","catering","Fresno, CA"
"White Horse Inn","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/white-horse-inn-three-rivers-ca-438230","catering","Fresno, CA"
"Masala Art, Indian Cuisine","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/masala-art-indian-cuisine-chowchilla-ca-2082269","catering","Fresno, CA"
"Splash Cafe","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/splash-cafe-san-luis-obispo-ca-648291","catering","Fresno, CA"
"Oh My Crepes","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/oh-my-crepes-fresno-ca-2057555","catering","Fresno, CA"
"Fresco Catering","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/fresco-catering-bakersfield-ca-2031533","catering","Fresno, CA"
"L & L BBQ & CATERING","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/l-and-l-bbq-and-catering-visalia-ca-2033832","catering","Fresno, CA"
"Ruth's Chris Steak House, Fresno","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/ruths-chris-steak-house-fresno-fresno-ca-1052294","catering","Fresno, CA"
"Farmhouse Corner Market","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/farmhouse-corner-market-san-luis-obispo-ca-2008926","catering","Fresno, CA"
"Clash Coffee, Boba & Lemonade","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/clash-coffee-boba-and-lemonade-fresno-ca-2058873","catering","Fresno, CA"
"Bonis Tacos","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/bonis-tacos-cambria-ca-2013111","catering","Fresno, CA"
"Sal's Mexican Restaurant","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/sals-mexican-restaurant-selma-ca-608709","catering","Fresno, CA"
"Delicious by Design","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/delicious-by-design-firebaugh-ca-561333","catering","Fresno, CA"
"Light and Sound Solutions","N/A","n/a","N/A","N/A","N/A","+1559.217.6341","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/light-and-sound-solutions-fresno-ca-2075834","wedding-decor-shops","Fresno, CA"
"Prince J's Creations","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/prince-js-creations-orosi-ca-2030668","wedding-decor-shops","Fresno, CA"
"TheBridesBouquet.com","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/thebridesbouquetcom-oceano-ca-1069686","wedding-decor-shops","Fresno, CA"
"Mountain Metal Worx","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/mountain-metal-worx-tehachapi-ca-2009912","wedding-decor-shops","Fresno, CA"
"Skye Dreams","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/skye-dreams-clovis-ca-2080924","wedding-decor-shops","Fresno, CA"
"The Queen of Crowns","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/the-queen-of-crowns-fresno-ca-1045668","wedding-decor-shops","Fresno, CA"
"Love, Sweet Lulu","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/love-sweet-lulu-porterville-ca-2022773","wedding-decor-shops","Fresno, CA"
"Covered With Elegance","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/covered-with-elegance-clovis-ca-503525","wedding-decor-shops","Fresno, CA"
"Francys Bridal and Decorations","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/francys-bridal-and-decorations-parlier-ca-863851","wedding-decor-shops","Fresno, CA"
"Visalia Strings","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/visalia-strings-visalia-ca-889644","wedding-soloists-ensembles","Fresno, CA"
"IPIPEIT Bagpiper for Hire","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/ipipeit-bagpiper-for-hire-fresno-ca-964291","wedding-soloists-ensembles","Fresno, CA"
"Vonda's","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/vondas-fresno-ca-2023474","favors","Fresno, CA"
"Bleu de Toi","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/bleu-de-toi-fresno-ca-2041627","favors","Fresno, CA"
"Through the Dutch Door","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/through-the-dutch-door-temple-tx-1025903","favors","Fresno, CA"
"Auxiliary Buttons","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/auxiliary-buttons-fresno-ca-967544","favors","Fresno, CA"
"RSVP Style","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/rsvp-style-fresno-ca-273645","invitations","Fresno, CA"
"Crane and Clover","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/crane-and-clover-clovis-ca-2043900","invitations","Fresno, CA"
"Write On","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/write-on-dos-palos-ca-2058460","invitations","Fresno, CA"
"Triple C’s Invitations","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/triple-cs-invitations-fresno-ca-2081780","invitations","Fresno, CA"
"Matinae Design Studio","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/matinae-design-studio-bakersfield-ca-341965","invitations","Fresno, CA"
"Union Vintage Rentals & Calligraphy","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/union-vintage-rentals-and-calligraphy-bakersfield-ca-1040799","invitations","Fresno, CA"
"Willemina Typography & Modern Calligraphy","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/willemina-typography-and-modern-calligraphy-visalia-ca-874887","invitations","Fresno, CA"
"Father Jerry Bellamy","N/A","n/a","N/A","N/A","N/A","+1(805) 687-4248","jerry@bellamyservices.com","http://www.santabarbaraweddingminister.com?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/ReverendJerryBellamy","N/A","N/A","https://www.theknot.com/marketplace/father-jerry-bellamy-santa-barbara-ca-368314","wedding-officiants","Fresno, CA"
"Seal The Deal Officiant","N/A","n/a","N/A","N/A","N/A","+1(559) 628-2907","sealthedealofficiant@gmail.com","http://www.sealdealofficiant.com?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/profile.php?id=100091891684846&mibextid=LQQJ4d","http://www.instagram.com/sealthedealofficiant","N/A","https://www.theknot.com/marketplace/seal-the-deal-officiant-clovis-ca-2072103","wedding-officiants","Fresno, CA"
"Weddings by Kent","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/weddings-by-kent-bakersfield-ca-2026674","wedding-officiants","Fresno, CA"
"From the Heart Ceremonies by Jess","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/from-the-heart-ceremonies-by-jess-ivanhoe-ca-982382","wedding-officiants","Fresno, CA"
"Marry Me","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/marry-me-fresno-ca-2073986","wedding-officiants","Fresno, CA"
"Your One Of A KInd Wedding","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/your-one-of-a-kind-wedding-visalia-ca-983078","wedding-officiants","Fresno, CA"
"The Marriage Minister","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/the-marriage-minister-fresno-ca-1067313","wedding-officiants","Fresno, CA"
"Cheryl Bariel Wedding Officiant","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/cheryl-bariel-wedding-officiant-los-osos-ca-ca-2010090","wedding-officiants","Fresno, CA"
"Your.Way.Weddings","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/yourwayweddings-visalia-ca-2065561","wedding-officiants","Fresno, CA"
"2 become 1 weddings","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/2-become-1-weddings-fresno-ca-2064126","wedding-officiants","Fresno, CA"
"Something True","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/something-true-santa-margarita-ca-263212","wedding-officiants","Fresno, CA"
"Reverend Kyle Brown","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/reverend-kyle-brown-bakersfield-ca-2036848","wedding-officiants","Fresno, CA"
"Weddings On Wings","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/weddings-on-wings-bakersfield-ca-864778","wedding-officiants","Fresno, CA"
"Love 2 Marry","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/love-2-marry-fresno-ca-1070959","wedding-officiants","Fresno, CA"
"First Choice Photobooth","N/A","n/a","N/A","N/A","N/A","+1(559) 900-6345","1stchoicephotobooth@gmail.com","https://firstchoicephotobooth.com/?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","N/A","http://www.instagram.com/firstchoicephotobooth","N/A","https://www.theknot.com/marketplace/first-choice-photobooth-fresno-ca-2083542","wedding-photo-booth-rentals","Fresno, CA"
"Cy-Mari Entertainment","N/A","n/a","N/A","N/A","N/A","+1(661) 778-0187","mariex2_0608@msn.com","https://www.cy-marientertainment.com/?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/CyMariEntertainment","http://www.instagram.com/https://www.instagram.com/cymarientertainment/","N/A","https://www.theknot.com/marketplace/cymari-entertainment-delano-ca-2046160","wedding-photo-booth-rentals","Fresno, CA"
"Precious Memory Photos","N/A","n/a","N/A","N/A","N/A","+115597076434","rongooler@gmail.com","https://preciousmemoryphotos.com/?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/profile.php?id=61557136253708&","N/A","N/A","https://www.theknot.com/marketplace/precious-memory-photos-riverdale-ca-2089461","wedding-photo-booth-rentals","Fresno, CA"
"Pixelfete","N/A","n/a","N/A","N/A","N/A","+1(707) 758-5638","bianca@pixelfete.com","https://pixelfete.com/?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/pixelfete/photos","http://www.instagram.com/picpixel__photobooth","N/A","https://www.theknot.com/marketplace/pixelfete-saint-helena-ca-2073602","wedding-photo-booth-rentals","Fresno, CA"
"Trailer Full","N/A","n/a","N/A","N/A","N/A","+1(559) 907-7477","info@trailerfullca.com","http://www.trailerfullca.com/gallery?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/trailerfullca","http://www.instagram.com/trailerfullca","N/A","https://www.theknot.com/marketplace/trailer-full-fresno-ca-2033298","wedding-photo-booth-rentals","Fresno, CA"
"Trifecta DJ","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/trifecta-dj-bakersfield-ca-1034898","wedding-photo-booth-rentals","Fresno, CA"
"Mom's Mirror Me Photo Booth Rental - Multiple Locations","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/moms-mirror-me-photo-booth-rental-multiple-locations-lubbock-tx-2004822","wedding-photo-booth-rentals","Fresno, CA"
"Pose Party Co.","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/pose-party-co-fresno-ca-2074663","wedding-photo-booth-rentals","Fresno, CA"
"House Kitty Photo Booth","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/house-kitty-photo-booth-mariposa-ca-2027720","wedding-photo-booth-rentals","Fresno, CA"
"The Mirror Image Photobooth LLC","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/the-mirror-image-photobooth-llc-fresno-ca-2076365","wedding-photo-booth-rentals","Fresno, CA"
"Shooting Stars Fresno","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/shooting-stars-fresno-fresno-ca-2064656","wedding-photo-booth-rentals","Fresno, CA"
"Next Level Entertainment LLC","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/next-level-entertainment-llc-firebaugh-ca-2082011","wedding-photo-booth-rentals","Fresno, CA"
"Forget Me Knot Station","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/forget-me-knot-station-bakersfield-ca-2056716","wedding-photo-booth-rentals","Fresno, CA"
"A Touch of Grace presents Memorable360Moments","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/a-touch-of-grace-presents-memorable360moments-bakersfield-ca-2068300","wedding-photo-booth-rentals","Fresno, CA"
"Shutterbug VW Photo Booth","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/shutterbug-vw-photo-booth-bakersfield-ca-2045421","wedding-photo-booth-rentals","Fresno, CA"
"Fancy Pants Photo Booth","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/fancy-pants-photo-booth-paso-robles-ca-2015902","wedding-photo-booth-rentals","Fresno, CA"
"California Photo Booth Company","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/california-photo-booth-company-coarsegold-ca-193435","wedding-photo-booth-rentals","Fresno, CA"
"Smiley Photo Booths LLC","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/smiley-photo-booths-llc-clovis-ca-596743","wedding-photo-booth-rentals","Fresno, CA"
"Visalia Photo Booth","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/visalia-photo-booth-visalia-ca-521917","wedding-photo-booth-rentals","Fresno, CA"
"Snap Foto Booth","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/snap-foto-booth-fresno-ca-977524","wedding-photo-booth-rentals","Fresno, CA"
"Party Central Photo Booth","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/party-central-photo-booth-lemoore-ca-1042886","wedding-photo-booth-rentals","Fresno, CA"
"Selfie Photo Booth","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/selfie-photo-booth-fresno-ca-821463","wedding-photo-booth-rentals","Fresno, CA"
"A&E Photo Booth","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/aande-photo-booth-bakersfield-ca-583453","wedding-photo-booth-rentals","Fresno, CA"
"Springville Ranch","N/A","n/a","N/A","N/A","N/A","+1747-257-1838","N/A","N/A","https://www.facebook.com/springvilleranch","http://www.instagram.com/thespringvilleranch","N/A","https://www.theknot.com/marketplace/springville-ranch-springville-ca-2035914","rehearsal-dinners-bridal-showers","Fresno, CA"
"Eternal Rock Event Venue","Up to 150","n/a","N/A","N/A","N/A","+116613317413","eternalrockeventvenue@gmail.com","https://www.eternalrockeventvenue.com/home?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","N/A","N/A","N/A","https://www.theknot.com/marketplace/eternal-rock-event-venue-tehachapi-ca-2085072","rehearsal-dinners-bridal-showers","Fresno, CA"
"Cafe Andreini","Up to 150","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/cafe-andreini-arroyo-grande-ca-2007414","rehearsal-dinners-bridal-showers","Fresno, CA"
"Temblor Brewing Company","Up to 150","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/temblor-brewing-company-bakersfield-ca-2064301","rehearsal-dinners-bridal-showers","Fresno, CA"
"Sierra Subs and Salads","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/sierra-subs-and-salads-three-rivers-ca-752280","rehearsal-dinners-bridal-showers","Fresno, CA"
"Holiday Inn Express & Suites","Up to 50","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/holiday-inn-express-and-suites-tehachapi-ca-610894","rehearsal-dinners-bridal-showers","Fresno, CA"
"Elite Portable Restrooms","N/A","n/a","N/A","N/A","N/A","+1(559) 478-7116","info@eliteportablerestroom.com","http://www.eliteportablerestroom.com","https://www.facebook.com/people/Elite-Portable-Restroom/61555870583950/","http://www.instagram.com/https://www.instagram.com/eliteportablerestroom/","N/A","https://www.theknot.com/marketplace/elite-portable-restrooms-fresno-ca-2080487","wedding-rentals","Fresno, CA"
"VALLEY DECORS","N/A","n/a","N/A","N/A","N/A","+1(559) 649-8964","info@valleydecors.com","https://valleydecors.com/?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/valleydecors?paipv=0&eav=AfZw22-AO3AEcZb6fcmGUjXe2BTyZaB-NYYlWAuEYGdhDZ0Z0jmDt4oRM1gLR2CrD6Y&_rdr","http://www.instagram.com/valleydecors","N/A","https://www.theknot.com/marketplace/valley-decors-clovis-ca-2086233","wedding-rentals","Fresno, CA"
"The Oval Office Mobile Luxury Restrooms, Inc","N/A","n/a","N/A","N/A","N/A","+1(559) 970-9460","info@theovalofficerestroom.com","http://www.theovalofficerestrooms.com","https://www.facebook.com/ovalofficerestrooms/","http://www.instagram.com/ovalofficerestrooms","N/A","https://www.theknot.com/marketplace/the-oval-office-mobile-luxury-restrooms-inc-fresno-ca-2017976","wedding-rentals","Fresno, CA"
"The Lavatory Luxury Mobile Restrooms","N/A","n/a","N/A","N/A","N/A","+1(559) 382-0982","matt@thelavatory.com","http://thelavatory.com?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://m.facebook.com/TheLavatoryTrailers/","http://www.instagram.com/Theluxlavatory","N/A","https://www.theknot.com/marketplace/the-lavatory-luxury-mobile-restrooms-fresno-ca-2063024","wedding-rentals","Fresno, CA"
"Expo party rentals","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/expo-party-rentals-fresno-ca-647106","wedding-rentals","Fresno, CA"
"Action Equipment & Event  Rentals","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/action-equipment-and-event-rentals-clovis-ca-620045","wedding-rentals","Fresno, CA"
"A Rustic Affair","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/a-rustic-affair-fresno-ca-2047859","wedding-rentals","Fresno, CA"
